DATE, MESS_DATUM, QUALITAETS_NIVEAU, LUFTTEMPERATUR,DAMPFDRUCK,BEDECKUNGSGRAD,LUFTDRUCK_STATIONSHOEHE,REL_FEUCHTE, WINDGESCHWINDIGKEIT, LUFTTEMPERATUR_MAXIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMP_AM_ERDB_MINIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE,NIEDERSCHLAGSHOEHE_IND,SONNENSCHEINDAUER, SCHNEEHOEHE
01.01.1951,19510101,   5,   -6.3,   3.3,   6.3,    -999,   87.00,-999,   -3.9,  -18.3,  -17.8,-999,   0.0,   0,    1.000,  19
02.01.1951,19510102,   5,   -6.2,   3.3,   5.3,    -999,   87.00,-999,   -4.0,  -13.0,  -12.6,-999,   0.0,   1,    1.700,  18
03.01.1951,19510103,   5,   -3.4,   4.5,   8.0,    -999,   96.00,-999,   -0.8,   -9.1,  -10.7,-999,   3.2,   7,    0.000,  18
04.01.1951,19510104,   5,   -5.4,   4.1,   7.0,    -999,   92.00,-999,   -1.5,   -9.9,   -5.3,-999,   2.9,   7,    0.000,  19
05.01.1951,19510105,   5,   -2.8,   4.9,   5.0,    -999,   94.00,-999,    0.8,   -9.3,  -10.0,-999,   0.0,   1,    0.000,  21
06.01.1951,19510106,   5,   -6.4,   3.6,   6.7,    -999,   94.00,-999,   -4.5,   -9.8,  -10.2,-999,   0.0,   0,    0.000,  21
07.01.1951,19510107,   5,   -2.8,   4.5,   7.3,    -999,   93.00,-999,    1.6,  -13.3,  -13.0,-999,   0.0,   1,    0.000,  20
08.01.1951,19510108,   5,    0.3,   5.7,   4.0,    -999,   88.00,-999,    3.0,   -2.6,   -3.0,-999,   0.0,   0,    0.400,  18
09.01.1951,19510109,   5,   -6.8,   3.6,   5.3,    -999,   92.00,-999,   -0.5,  -10.3,  -10.0,-999,   0.0,   1,    0.000,  18
10.01.1951,19510110,   5,   -9.4,   3.1,   4.0,    -999,   92.00,-999,   -2.3,  -13.5,  -13.1,-999,   0.0,   0,    0.000,  18
11.01.1951,19510111,   5,   -2.8,   4.3,   5.0,    -999,   89.00,-999,    0.0,  -13.5,  -13.5,-999,   0.0,   0,    0.000,  18
12.01.1951,19510112,   5,   -3.8,   3.7,   1.3,    -999,   81.00,-999,   -0.2,  -11.0,  -12.8,-999,   0.7,   7,    3.400,  18
13.01.1951,19510113,   5,   -0.8,   5.3,   8.0,    -999,   94.00,-999,    0.5,   -7.8,  -10.0,-999,   0.8,   7,    0.000,  18
14.01.1951,19510114,   5,   -0.2,   5.6,   6.7,    -999,   94.00,-999,    1.0,   -3.2,   -3.2,-999,   0.0,   0,    2.300,  18
15.01.1951,19510115,   5,   -1.1,   5.2,   6.0,    -999,   94.00,-999,    2.2,   -8.9,   -9.5,-999,   8.7,   8,    0.000,  18
16.01.1951,19510116,   5,    0.8,   5.9,   8.0,    -999,   91.00,-999,    2.7,   -0.8,   -2.0,-999,   1.9,   7,    0.400,  19
17.01.1951,19510117,   5,    0.2,   5.7,   8.0,    -999,   92.00,-999,    1.5,   -1.5,   -2.6,-999,  14.1,   8,    2.200,  19
18.01.1951,19510118,   5,    2.2,   6.8,   7.0,    -999,   94.00,-999,    3.6,   -0.6,   -1.1,-999,  10.1,   8,    0.000,  25
19.01.1951,19510119,   5,    1.4,   6.4,   8.0,    -999,   94.00,-999,    2.3,    0.6,    0.0,-999,   3.4,   1,    0.500,  20
20.01.1951,19510120,   5,    1.4,   6.3,   8.0,    -999,   92.00,-999,    2.5,    0.2,   -0.6,-999,   2.1,   1,    0.000,  18
21.01.1951,19510121,   5,   -1.4,   4.9,   4.0,    -999,   84.00,-999,    2.4,   -5.2,   -1.5,-999,   0.0,   0,    3.200,  16
22.01.1951,19510122,   5,   -2.4,   4.5,   8.0,    -999,   92.00,-999,   -0.7,   -7.7,   -8.7,-999,   0.8,   7,    0.000,  16
23.01.1951,19510123,   5,    0.0,   5.9,   8.0,    -999,   96.00,-999,    0.6,   -1.3,   -2.0,-999,   0.0,   1,    0.000,  16
24.01.1951,19510124,   5,   -0.1,   5.6,   2.7,    -999,   90.00,-999,    5.5,   -2.9,   -1.6,-999,   0.0,   0,    4.600,  15
25.01.1951,19510125,   5,   -1.9,   4.7,   6.3,    -999,   87.00,-999,    1.0,   -4.6,   -5.0,-999,   0.0,   1,    3.700,  14
26.01.1951,19510126,   5,   -0.1,   5.7,   8.0,    -999,   95.00,-999,    0.9,   -3.2,   -3.4,-999,   1.0,   7,    0.000,  13
27.01.1951,19510127,   5,    0.0,   6.1,   8.0,    -999,  100.00,-999,    0.9,   -1.3,   -1.4,-999,   0.7,   7,    0.000,  13
28.01.1951,19510128,   5,    0.1,   5.7,   5.0,    -999,   94.00,-999,    1.1,   -1.6,   -1.3,-999,   0.0,   0,    0.000,  13
29.01.1951,19510129,   5,    0.8,   6.3,   8.0,    -999,   96.00,-999,    2.0,    0.0,   -1.3,-999,   0.4,   7,    0.000,  13
30.01.1951,19510130,   5,    1.4,   6.1,   4.7,    -999,   88.00,-999,    4.5,   -0.2,   -1.0,-999,   0.0,   0,    1.700,  13
31.01.1951,19510131,   5,    0.4,   5.9,   8.0,    -999,   94.00,-999,    1.5,   -2.6,   -4.0,-999,   0.0,   1,    0.000,  12
01.02.1951,19510201,   5,    1.0,   6.3,   8.0,    -999,   95.00,-999,    2.0,   -0.4,   -0.7,-999,   0.2,   7,    0.000,  10
02.02.1951,19510202,   5,    0.0,   6.0,   8.0,    -999,   97.00,-999,    2.3,   -0.7,   -1.3,-999,   0.0,   0,    0.100,  10
03.02.1951,19510203,   5,   -3.4,   4.4,   7.3,    -999,   93.00,-999,   -0.1,   -5.5,   -5.0,-999,   0.0,   0,    2.300,  10
04.02.1951,19510204,   5,   -1.5,   4.7,   5.3,    -999,   86.00,-999,    0.5,   -4.5,   -4.7,-999,   0.0,   0,    6.300,   8
05.02.1951,19510205,   5,    1.0,   5.6,   7.7,    -999,   84.00,-999,    5.0,   -4.4,   -5.6,-999,   3.5,   8,    0.000,   6
06.02.1951,19510206,   5,    1.1,   6.3,   8.0,    -999,   96.00,-999,    1.9,   -0.1,   -0.7,-999,   4.1,   8,    0.000,   6
07.02.1951,19510207,   5,    1.6,   6.7,   8.0,    -999,   97.00,-999,    2.4,    0.1,   -0.6,-999,   0.7,   1,    0.000,   5
08.02.1951,19510208,   5,    0.7,   6.1,   8.0,    -999,   96.00,-999,    2.2,   -0.9,   -1.0,-999,   0.0,   0,    0.100,   4
09.02.1951,19510209,   5,    1.4,   6.3,   7.3,    -999,   94.00,-999,    2.2,   -0.9,   -1.4,-999,   0.0,   0,    1.700,   0
10.02.1951,19510210,   5,    0.7,   6.1,   7.7,    -999,   95.00,-999,    4.3,   -1.8,   -2.5,-999,   0.0,   0,    2.000,   0
11.02.1951,19510211,   5,    1.2,   6.4,   4.7,    -999,   93.00,-999,    5.1,   -1.5,   -2.0,-999,   0.0,   0,    3.000,   0
12.02.1951,19510212,   5,    1.0,   6.3,   5.3,    -999,   96.00,-999,    3.5,   -1.6,   -2.7,-999,   0.0,   0,    1.200,   0
13.02.1951,19510213,   5,    2.8,   6.5,   6.0,    -999,   87.00,-999,    7.2,   -1.1,   -2.4,-999,   3.9,   1,    2.500,   0
14.02.1951,19510214,   5,    3.5,   7.3,   7.3,    -999,   92.00,-999,    6.1,    1.4,    0.5,-999,   4.3,   1,    0.000,   0
15.02.1951,19510215,   5,    2.6,   6.4,   6.0,    -999,   86.00,-999,    8.0,   -2.1,   -2.9,-999,   0.0,   0,    6.700,   0
16.02.1951,19510216,   5,    2.4,   6.7,   6.7,    -999,   94.00,-999,    3.9,   -0.6,   -2.0,-999,   0.0,   0,    0.000,   0
17.02.1951,19510217,   5,    2.0,   6.4,   6.3,    -999,   91.00,-999,    4.7,   -1.4,   -1.6,-999,   4.6,   1,    4.100,   0
18.02.1951,19510218,   5,    2.1,   6.3,   4.3,    -999,   85.00,-999,    5.1,    0.0,    1.0,-999,   0.0,   0,    2.400,   0
19.02.1951,19510219,   5,    1.6,   5.6,   2.7,    -999,   83.00,-999,    4.1,   -1.7,   -2.8,-999,   0.8,   8,    2.300,   0
20.02.1951,19510220,   5,    2.8,   6.4,   4.3,    -999,   84.00,-999,    7.6,    0.1,   -1.7,-999,   0.0,   1,    4.900,   0
21.02.1951,19510221,   5,    2.5,   6.4,   7.3,    -999,   85.00,-999,    5.6,    0.1,   -1.1,-999,   5.1,   8,    0.000,   0
22.02.1951,19510222,   5,    1.6,   6.3,   5.7,    -999,   89.00,-999,    5.3,   -0.5,   -1.5,-999,   1.0,   8,    2.900,   0
23.02.1951,19510223,   5,    1.8,   6.0,   4.0,    -999,   83.00,-999,    5.5,   -0.4,   -1.2,-999,   1.0,   7,    1.900,   0
24.02.1951,19510224,   5,    1.8,   5.3,   4.3,    -999,   77.00,-999,    5.8,   -2.4,   -2.4,-999,   0.5,   8,    7.400,   0
25.02.1951,19510225,   5,    1.4,   6.5,   7.3,    -999,   94.00,-999,    3.9,    0.1,   -1.7,-999,   1.7,   8,    0.000,   0
26.02.1951,19510226,   5,    0.6,   5.7,   6.0,    -999,   90.00,-999,    3.2,   -1.9,   -2.0,-999,   0.0,   0,    0.000,   0
27.02.1951,19510227,   5,    0.5,   5.7,   5.3,    -999,   89.00,-999,    3.0,   -1.4,   -3.2,-999,   1.2,   7,    2.800,   0
28.02.1951,19510228,   5,   -0.1,   4.4,   3.3,    -999,   72.00,-999,    2.1,   -1.6,   -2.7,-999,   0.0,   0,    3.100,   0
01.03.1951,19510301,   5,   -1.6,   4.0,   8.0,    -999,   75.00,-999,   -0.4,   -4.4,   -5.4,-999,   0.0,   1,    0.600,   0
02.03.1951,19510302,   5,   -1.2,   4.1,   4.3,    -999,   74.00,-999,    1.0,   -3.6,   -5.8,-999,   0.0,   0,    3.500,   0
03.03.1951,19510303,   5,   -0.4,   4.7,   4.0,    -999,   78.00,-999,    2.2,   -2.7,   -3.5,-999,   0.0,   0,    1.800,   0
04.03.1951,19510304,   5,   -2.6,   4.4,   8.0,    -999,   85.00,-999,    0.9,   -4.4,   -3.8,-999,   3.9,   7,    0.000,   0
05.03.1951,19510305,   5,   -5.1,   3.3,   8.0,    -999,   83.00,-999,   -3.2,   -9.0,   -9.1,-999,   0.0,   1,    1.300,   7
06.03.1951,19510306,   5,   -4.2,   3.7,   6.3,    -999,   84.00,-999,    0.1,  -12.7,  -12.5,-999,   0.0,   0,    1.700,   3
07.03.1951,19510307,   5,   -0.2,   5.1,   3.7,    -999,   84.00,-999,    5.3,   -9.2,   -8.9,-999,   0.0,   0,    6.900,   2
08.03.1951,19510308,   5,    5.4,   6.9,   3.7,    -999,   78.00,-999,   11.0,   -0.9,   -2.2,-999,   0.0,   0,    5.800,   0
09.03.1951,19510309,   5,    1.2,   6.4,   8.0,    -999,   96.00,-999,    5.5,   -0.4,   -1.4,-999,   0.2,   8,    0.000,   0
10.03.1951,19510310,   5,    0.7,   5.5,   7.0,    -999,   84.00,-999,    2.2,   -0.9,   -1.6,-999,   0.0,   1,    0.000,   0
11.03.1951,19510311,   5,    2.1,   6.3,   5.3,    -999,   86.00,-999,    6.9,   -0.4,   -1.4,-999,   0.8,   1,    5.500,   0
12.03.1951,19510312,   5,    3.8,   7.1,   5.0,    -999,   86.00,-999,    9.4,    0.1,   -0.7,-999,   0.0,   1,    0.800,   0
13.03.1951,19510313,   5,    6.0,   7.3,   6.7,    -999,   81.00,-999,   12.2,   -0.5,   -1.2,-999,   0.0,   1,    6.300,   0
14.03.1951,19510314,   5,    5.6,   7.6,   6.0,    -999,   81.00,-999,    9.3,    3.9,    3.0,-999,   2.7,   1,    1.100,   0
15.03.1951,19510315,   5,    5.7,   7.6,   4.7,    -999,   81.00,-999,   11.8,    2.0,    0.8,-999,   0.1,   1,    5.400,   0
16.03.1951,19510316,   5,    6.2,   7.6,   3.0,    -999,   83.00,-999,   12.0,   -0.7,   -2.5,-999,   3.6,   1,    9.600,   0
17.03.1951,19510317,   5,   10.4,  11.5,   7.0,    -999,   90.00,-999,   15.6,    4.6,    4.0,-999,   5.4,   1,    1.800,   0
18.03.1951,19510318,   5,    9.2,  10.5,   7.7,    -999,   90.00,-999,   11.0,    6.8,    5.6,-999,   6.7,   1,    0.000,   0
19.03.1951,19510319,   5,    8.4,   8.9,   7.7,    -999,   80.00,-999,   15.0,    3.5,    1.2,-999,   2.9,   1,    3.100,   0
20.03.1951,19510320,   5,    3.6,   7.1,   7.7,    -999,   86.00,-999,    8.0,    2.1,    2.4,-999,   1.0,   1,    0.200,   0
21.03.1951,19510321,   5,    0.2,   4.1,   3.0,    -999,   68.00,-999,    2.7,   -1.5,   -2.9,-999,   0.0,   0,    7.600,   0
22.03.1951,19510322,   5,    3.4,   5.2,   4.0,    -999,   70.00,-999,    6.5,   -3.9,   -5.1,-999,   9.1,   1,    6.500,   0
23.03.1951,19510323,   5,    6.9,   8.4,   5.7,    -999,   84.00,-999,   13.4,   -0.1,   -0.7,-999,   0.8,   1,    2.000,   0
24.03.1951,19510324,   5,    4.4,   7.5,   6.7,    -999,   84.00,-999,    7.5,    1.8,    0.4,-999,   3.4,   1,    0.800,   0
25.03.1951,19510325,   5,    1.4,   5.9,   6.0,    -999,   85.00,-999,    4.6,   -0.4,   -1.4,-999,   0.3,   7,    6.700,   0
26.03.1951,19510326,   5,    2.4,   5.5,   6.7,    -999,   76.00,-999,    6.2,   -2.9,   -3.9,-999,   0.1,   1,    5.700,   0
27.03.1951,19510327,   5,    5.1,   7.6,   8.0,    -999,   88.00,-999,    8.4,    1.2,    0.8,-999,   3.6,   1,    0.000,   0
28.03.1951,19510328,   5,    2.2,   4.9,   4.3,    -999,   68.00,-999,    7.4,   -0.3,   -0.5,-999,   0.0,   0,    8.600,   0
29.03.1951,19510329,   5,    1.8,   4.9,   3.0,    -999,   72.00,-999,    7.3,   -2.4,   -3.7,-999,   0.0,   0,    8.700,   0
30.03.1951,19510330,   5,    3.6,   5.7,   4.3,    -999,   73.00,-999,    8.4,   -1.3,   -2.7,-999,   0.0,   0,    4.400,   0
31.03.1951,19510331,   5,    5.8,   7.6,   8.0,    -999,   82.00,-999,    8.0,    2.5,    1.7,-999,   0.0,   1,    0.000,   0
01.04.1951,19510401,   5,    6.0,   6.5,   2.7,    -999,   73.00,-999,   11.5,   -0.9,   -2.7,-999,   0.0,   0,    9.600,   0
02.04.1951,19510402,   5,    9.2,   6.8,   4.3,    -999,   60.00,-999,   15.8,    2.3,    1.6,-999,   1.7,   1,    8.800,   0
03.04.1951,19510403,   5,    6.6,   7.7,   5.3,    -999,   78.00,-999,   10.2,    4.1,    3.7,-999,   0.7,   1,    2.900,   0
04.04.1951,19510404,   5,    5.2,   6.7,   2.0,    -999,   77.00,-999,   11.9,   -1.4,   -2.3,-999,   0.0,   0,    8.600,   0
05.04.1951,19510405,   5,    6.8,   7.3,   5.7,    -999,   77.00,-999,   10.9,   -1.0,   -1.7,-999,   0.0,   0,    0.900,   0
06.04.1951,19510406,   5,    7.4,   7.6,   4.3,    -999,   77.00,-999,   14.6,   -1.7,   -1.9,-999,   0.0,   0,    6.300,   0
07.04.1951,19510407,   5,   11.1,   7.9,   2.7,    -999,   61.00,-999,   18.7,    4.4,    2.4,-999,   0.0,   1,    9.600,   0
08.04.1951,19510408,   5,    5.6,   6.8,   6.0,    -999,   72.00,-999,   10.0,    3.1,    5.1,-999,   0.0,   0,    0.000,   0
09.04.1951,19510409,   5,    6.7,   5.7,   3.3,    -999,   63.00,-999,   14.0,   -1.7,   -2.6,-999,   0.0,   0,    8.800,   0
10.04.1951,19510410,   5,    6.0,   6.9,   5.7,    -999,   73.00,-999,   10.2,    3.9,    2.8,-999,   0.0,   0,    2.700,   0
11.04.1951,19510411,   5,    5.6,   6.0,   6.0,    -999,   68.00,-999,    9.3,    0.4,   -0.7,-999,   0.0,   0,    5.100,   0
12.04.1951,19510412,   5,    4.6,   5.3,   2.3,    -999,   65.00,-999,   11.4,   -1.3,   -2.6,-999,   0.0,   0,   10.900,   0
13.04.1951,19510413,   5,    6.8,   5.9,   2.0,    -999,   65.00,-999,   14.2,   -2.4,   -3.4,-999,   0.0,   1,   10.900,   0
14.04.1951,19510414,   5,    6.1,   6.7,   7.0,    -999,   69.00,-999,   11.9,    4.2,    3.1,-999,   0.0,   1,    5.300,   0
15.04.1951,19510415,   5,    4.3,   5.1,   3.7,    -999,   61.00,-999,   10.0,    1.2,    0.0,-999,   0.0,   1,    6.700,   0
16.04.1951,19510416,   5,    7.9,   6.0,   1.0,    -999,   60.00,-999,   16.5,   -3.5,   -3.9,-999,   0.0,   0,   12.000,   0
17.04.1951,19510417,   5,   11.6,   7.3,   2.0,    -999,   57.00,-999,   20.4,    1.5,    0.6,-999,   0.0,   0,   11.900,   0
18.04.1951,19510418,   5,   11.2,   8.3,   6.0,    -999,   62.00,-999,   19.2,    4.1,    3.0,-999,   0.1,   1,    5.600,   0
19.04.1951,19510419,   5,   10.5,  11.2,   5.7,    -999,   86.00,-999,   13.9,    5.4,    4.0,-999,   0.6,   1,    0.700,   0
20.04.1951,19510420,   5,   10.5,   7.6,   6.0,    -999,   60.00,-999,   15.1,    5.1,    3.7,-999,   0.0,   0,    2.600,   0
21.04.1951,19510421,   5,    7.9,   6.8,   4.7,    -999,   61.00,-999,   15.5,    4.6,    3.3,-999,   0.0,   0,    5.000,   0
22.04.1951,19510422,   5,    6.5,   5.1,   1.3,    -999,   53.00,-999,   12.3,   -0.5,   -2.1,-999,   0.0,   0,   12.500,   0
23.04.1951,19510423,   5,    8.2,   4.3,   1.0,    -999,   41.00,-999,   14.6,   -2.7,   -4.2,-999,   0.0,   0,   12.700,   0
24.04.1951,19510424,   5,   11.8,   6.0,   0.7,    -999,   44.00,-999,   19.7,   -0.7,   -3.0,-999,   0.0,   0,   12.800,   0
25.04.1951,19510425,   5,   15.7,   8.5,   0.7,    -999,   48.00,-999,   23.6,    6.3,    3.5,-999,   0.0,   0,   12.700,   0
26.04.1951,19510426,   5,   17.1,   9.1,   2.0,    -999,   49.00,-999,   24.4,    5.2,    4.2,-999,   0.0,   1,   12.600,   0
27.04.1951,19510427,   5,   12.5,  11.6,   5.7,    -999,   79.00,-999,   15.8,    8.1,    6.2,-999,  22.3,   1,    4.200,   0
28.04.1951,19510428,   5,    9.9,  10.1,   6.3,    -999,   79.00,-999,   16.9,    5.8,    6.5,-999,   4.0,   1,    4.700,   0
29.04.1951,19510429,   5,    5.8,   7.7,   8.0,    -999,   83.00,-999,    6.9,    4.8,    5.2,-999,   0.5,   1,    0.000,   0
30.04.1951,19510430,   5,    5.5,   8.0,   5.3,    -999,   87.00,-999,    8.1,    4.1,    4.2,-999,   3.4,   1,    0.600,   0
01.05.1951,19510501,   5,    9.3,   9.2,   4.0,    -999,   80.00,-999,   15.3,   -1.2,   -1.5,-999,   0.0,   0,    9.000,   0
02.05.1951,19510502,   5,   13.8,  11.6,   2.0,    -999,   74.00,-999,   19.4,    4.5,    3.4,-999,   0.0,   0,   10.200,   0
03.05.1951,19510503,   5,   14.0,  12.7,   4.0,    -999,   78.00,-999,   19.9,    6.8,    5.8,-999,  13.3,   1,    5.900,   0
04.05.1951,19510504,   5,   13.4,  12.5,   6.3,    -999,   82.00,-999,   19.8,    6.6,    6.2,-999,  18.3,   1,    5.200,   0
05.05.1951,19510505,   5,   11.4,  11.1,   6.3,    -999,   82.00,-999,   15.3,    9.4,    9.1,-999,   0.9,   1,    0.300,   0
06.05.1951,19510506,   5,   12.4,   9.5,   3.3,    -999,   69.00,-999,   19.0,    4.3,    3.6,-999,   0.0,   0,    9.900,   0
07.05.1951,19510507,   5,   13.8,  10.9,   5.3,    -999,   70.00,-999,   20.1,    4.7,    4.2,-999,   2.4,   1,    6.100,   0
08.05.1951,19510508,   5,   13.4,  11.3,   3.0,    -999,   74.00,-999,   19.1,    6.7,    5.6,-999,   0.0,   1,    9.700,   0
09.05.1951,19510509,   5,   11.8,  11.5,   5.0,    -999,   81.00,-999,   17.0,    9.1,    8.3,-999,   1.2,   1,    4.500,   0
10.05.1951,19510510,   5,   10.1,  10.5,   8.0,    -999,   83.00,-999,   12.3,    8.7,    9.2,-999,   2.4,   1,    0.000,   0
11.05.1951,19510511,   5,    6.9,   7.9,   6.3,    -999,   78.00,-999,    9.8,    5.5,    6.0,-999,   0.0,   1,    0.000,   0
12.05.1951,19510512,   5,    7.3,   7.5,   4.0,    -999,   72.00,-999,   12.2,    3.4,    2.8,-999,   0.0,   0,    5.400,   0
13.05.1951,19510513,   5,    9.4,   7.7,   2.0,    -999,   66.00,-999,   16.0,   -0.1,   -0.5,-999,   0.0,   1,   12.700,   0
14.05.1951,19510514,   5,    8.7,   8.8,   7.0,    -999,   79.00,-999,   13.6,    4.3,    3.1,-999,   0.5,   1,    1.800,   0
15.05.1951,19510515,   5,    7.0,   9.1,   7.3,    -999,   90.00,-999,   12.8,    3.2,    2.7,-999,   2.8,   1,    4.400,   0
16.05.1951,19510516,   5,    8.1,   8.7,   6.3,    -999,   78.00,-999,   12.6,    4.5,    3.5,-999,   4.5,   1,    2.400,   0
17.05.1951,19510517,   5,   11.8,   8.4,   2.0,    -999,   64.00,-999,   19.2,    2.3,    1.8,-999,   0.3,   1,   10.400,   0
18.05.1951,19510518,   5,   14.6,  10.0,   3.3,    -999,   61.00,-999,   20.7,    6.2,    5.2,-999,   0.0,   0,   12.300,   0
19.05.1951,19510519,   5,   15.9,  11.2,   1.7,    -999,   62.00,-999,   22.1,    6.1,    5.3,-999,   0.0,   0,   13.000,   0
20.05.1951,19510520,   5,   16.2,  12.3,   4.3,    -999,   69.00,-999,   22.2,    7.8,    7.5,-999,   0.0,   0,    6.300,   0
21.05.1951,19510521,   5,   13.8,  12.5,   5.7,    -999,   76.00,-999,   19.4,   11.0,    6.9,-999,   0.1,   1,    3.600,   0
22.05.1951,19510522,   5,   14.6,  11.7,   4.3,    -999,   71.00,-999,   20.5,    5.6,    5.3,-999,   0.3,   1,    4.600,   0
23.05.1951,19510523,   5,   16.4,  13.3,   5.7,    -999,   73.00,-999,   21.8,    8.6,    7.8,-999,   0.0,   0,    5.000,   0
24.05.1951,19510524,   5,   18.4,  12.1,   2.7,    -999,   59.00,-999,   25.7,    8.8,    8.0,-999,   7.8,   1,   12.300,   0
25.05.1951,19510525,   5,   18.3,  16.3,   4.7,    -999,   78.00,-999,   24.2,   12.5,   12.2,-999,   0.7,   1,    8.800,   0
26.05.1951,19510526,   5,   19.7,  15.5,   4.0,    -999,   69.00,-999,   25.5,   12.7,   11.8,-999,   0.0,   0,    8.600,   0
27.05.1951,19510527,   5,   17.2,  15.7,   7.0,    -999,   78.00,-999,   21.8,   12.6,   12.0,-999,   0.0,   0,    1.400,   0
28.05.1951,19510528,   5,   13.2,  10.9,   6.3,    -999,   71.00,-999,   16.6,   11.1,   11.3,-999,   0.0,   0,    1.800,   0
29.05.1951,19510529,   5,   14.6,  10.0,   3.3,    -999,   62.00,-999,   21.5,    5.1,    4.7,-999,   0.0,   0,   12.700,   0
30.05.1951,19510530,   5,   14.5,  10.9,   5.3,    -999,   65.00,-999,   19.7,    7.9,    7.7,-999,   0.0,   0,    7.200,   0
31.05.1951,19510531,   5,   13.6,  11.1,   5.3,    -999,   70.00,-999,   19.7,    8.1,   10.4,-999,   0.0,   0,    3.600,   0
01.06.1951,19510601,   5,   12.6,  11.7,   6.3,    -999,   80.00,-999,   15.0,    7.4,    6.6,-999,   0.5,   1,    2.000,   0
02.06.1951,19510602,   5,   13.8,  12.8,   7.0,    -999,   82.00,-999,   17.7,    8.9,    9.8,-999,   1.1,   1,    3.200,   0
03.06.1951,19510603,   5,   11.9,  13.5,   7.7,    -999,   94.00,-999,   16.1,    9.7,   10.8,-999,  24.7,   1,    0.000,   0
04.06.1951,19510604,   5,   13.0,  13.7,   7.0,    -999,   91.00,-999,   16.1,    9.6,    9.2,-999,   8.7,   1,    1.100,   0
05.06.1951,19510605,   5,   14.1,  14.3,   6.7,    -999,   90.00,-999,   19.0,   10.9,   10.5,-999,   2.0,   1,    4.200,   0
06.06.1951,19510606,   5,   15.1,  14.0,   7.7,    -999,   82.00,-999,   20.7,    8.9,    8.5,-999,   2.4,   1,    2.300,   0
07.06.1951,19510607,   5,   15.4,  14.1,   6.0,    -999,   81.00,-999,   20.2,   12.1,   11.8,-999,   2.2,   1,    2.700,   0
08.06.1951,19510608,   5,   18.2,  15.1,   5.3,    -999,   74.00,-999,   24.4,    9.3,    9.2,-999,   0.4,   1,   10.400,   0
09.06.1951,19510609,   5,   15.5,  14.1,   7.0,    -999,   80.00,-999,   18.0,   13.4,   12.7,-999,   0.0,   1,    0.300,   0
10.06.1951,19510610,   5,   14.4,  13.6,   5.3,    -999,   81.00,-999,   19.5,   12.3,   12.2,-999,   5.6,   1,    3.400,   0
11.06.1951,19510611,   5,   15.2,  12.4,   1.7,    -999,   73.00,-999,   21.2,    6.6,    5.8,-999,   0.0,   0,   12.000,   0
12.06.1951,19510612,   5,   17.5,  13.6,   3.0,    -999,   69.00,-999,   24.5,    7.7,    7.2,-999,   6.8,   1,   12.400,   0
13.06.1951,19510613,   5,   18.0,  15.1,   4.3,    -999,   72.00,-999,   22.2,   13.1,   12.8,-999,   0.0,   0,   10.800,   0
14.06.1951,19510614,   5,   18.4,  14.5,   0.7,    -999,   69.00,-999,   24.7,    8.8,    8.2,-999,   0.0,   0,   14.200,   0
15.06.1951,19510615,   5,   22.0,  18.0,   1.3,    -999,   68.00,-999,   29.8,   10.3,    9.8,-999,   1.5,   1,   13.000,   0
16.06.1951,19510616,   5,   21.2,  19.9,   4.3,    -999,   76.00,-999,   27.4,   16.0,   15.3,-999,   0.0,   1,    8.300,   0
17.06.1951,19510617,   5,   22.7,  19.3,   3.0,    -999,   70.00,-999,   28.1,   16.6,   16.4,-999,   6.9,   1,   13.100,   0
18.06.1951,19510618,   5,   23.1,  20.5,   3.7,    -999,   75.00,-999,   27.7,   14.6,   14.8,-999,  15.7,   1,   13.600,   0
19.06.1951,19510619,   5,   14.4,  14.1,   7.3,    -999,   83.00,-999,   23.8,   11.6,   13.8,-999,   5.4,   1,    2.200,   0
20.06.1951,19510620,   5,   16.8,  14.4,   4.0,    -999,   77.00,-999,   21.7,   10.1,   12.3,-999,   0.0,   0,    9.300,   0
21.06.1951,19510621,   5,   17.9,  12.5,   1.3,    -999,   60.00,-999,   24.0,   10.4,    9.7,-999,   0.0,   0,   14.500,   0
22.06.1951,19510622,   5,   21.3,  16.3,   2.7,    -999,   64.00,-999,   28.1,   10.1,    9.1,-999,   0.0,   0,   12.600,   0
23.06.1951,19510623,   5,   19.5,  17.5,   4.3,    -999,   74.00,-999,   28.5,   14.6,   13.8,-999,   9.5,   1,   10.300,   0
24.06.1951,19510624,   5,   15.9,  14.1,   6.0,    -999,   77.00,-999,   21.6,   12.4,   11.9,-999,   0.8,   1,    4.500,   0
25.06.1951,19510625,   5,   13.2,  13.7,   6.0,    -999,   89.00,-999,   16.1,   11.7,   11.8,-999,   1.8,   1,    1.000,   0
26.06.1951,19510626,   5,   14.6,  13.5,   5.3,    -999,   81.00,-999,   20.5,    7.4,    7.4,-999,   4.5,   1,    4.800,   0
27.06.1951,19510627,   5,   13.9,  12.0,   5.7,    -999,   75.00,-999,   17.4,    9.6,    9.0,-999,   0.3,   1,    5.100,   0
28.06.1951,19510628,   5,   13.5,  14.1,   6.0,    -999,   89.00,-999,   17.0,    9.9,    9.0,-999,   8.6,   1,    2.300,   0
29.06.1951,19510629,   5,   14.3,  14.0,   6.7,    -999,   85.00,-999,   19.7,    9.0,    8.5,-999,   0.0,   0,    5.000,   0
